,City,Lat,Lng,Country,Max.Temp,Humidity,Cloudiness,Wind Speed
14,Socorro,31.6546,-106.3033,US,23,17,75,8.23
15,Saint Paul Harbor,57.79,-152.4072,US,6,56,75,2.57
16,Forestville,38.8451,-76.875,US,11.11,46,1,2.06
17,Lompoc,34.6391,-120.4579,US,12,71,1,6.69
18,Ketchikan,55.3422,-131.6461,US,4,100,90,3.09
19,Hamilton,39.1834,-84.5333,US,12.22,66,1,2.33
20,Rincon,32.296,-81.2354,US,13,88,75,2.57
21,Valdosta,30.8327,-83.2785,US,14.44,82,20,5.66
22,Hilo,19.7297,-155.09,US,24,60,90,6.69
23,‘Āhuimanu,21.4447,-157.8378,US,26,53,90,7.72
24,Wahpeton,46.2652,-96.6059,US,4,93,40,3.09
25,Russell,32.3502,-85.1999,US,15,76,20,2.94
26,North Bend,43.4065,-124.2243,US,8,76,90,2.06
27,Avera,33.194,-82.5271,US,15,63,90,3.6
28,Portland,45.5234,-122.6762,US,7.78,87,100,0.89
29,Wasilla,61.5814,-149.4394,US,-2,31,1,1.54
30,Green River,41.5286,-109.4662,US,-2.22,86,90,4.63
31,Burley,42.5357,-113.7928,US,4,45,1,3.09
32,Makakilo City,21.3469,-158.0858,US,26,44,1,6.17
33,Saint Anthony,45.0205,-93.218,US,15,54,90,4.12
34,Kenai,60.5544,-151.2583,US,-2,34,1,2.57
35,Monticello,45.3055,-93.7941,US,13.33,62,90,5.45
36,‘Ewa Beach,21.3156,-158.0072,US,26,44,1,6.17
37,Marion,39.7684,-86.1555,US,13,30,1,1.54
38,El Reno,35.5323,-97.955,US,15.56,62,1,5.66
39,Flagstaff,35.1981,-111.6513,US,6.67,24,20,5.14
40,Broome,42.2506,-75.833,US,10,20,1,2.06
41,Hope,33.6671,-93.5916,US,12.78,57,12,3.14
42,Pendleton,45.6721,-118.7886,US,7.22,53,90,7.72
43,Havelock,34.8791,-76.9013,US,12.22,81,100,3.58
44,Springfield,37.2153,-93.2982,US,14,28,1,7.2
45,Mayo,38.8876,-76.5119,US,9,40,1,2.57
46,Los Lunas,34.8062,-106.7334,US,17,9,40,5.66
47,Sitka,57.0531,-135.33,US,4,87,90,3.6
48,Fortuna,40.5982,-124.1573,US,9.44,71,75,5.66
49,Murray,40.6669,-111.888,US,3,86,1,1.82
50,Southbridge,42.0751,-72.0334,US,6.67,45,0,1.81
51,Laguna,38.421,-121.4238,US,18,19,1,3.09
52,Martin,27.0837,-80.4164,US,18.89,67,1,2.06
53,Nome,64.5011,-165.4064,US,-8,73,90,1.54
54,Lamar,33.6668,-95.5836,US,15,62,1,4.12
55,Brandon,27.9378,-82.2859,US,15,82,90,2.06
56,San Francisco,37.7749,-122.4194,US,14.44,66,20,10.8
57,Lebanon,36.2081,-86.2911,US,12,71,1,1.95
58,Harrisonburg,38.4496,-78.8689,US,6.11,56,1,0.72
59,Brownsville,25.9018,-97.4975,US,20,72,1,3.6
60,Eloy,32.7559,-111.5548,US,20.56,9,1,3.09
61,San Ramon,37.7799,-121.978,US,16.67,47,1,4.12
62,Sterling,39.0062,-77.4286,US,8.89,49,1,1.86
63,Scottsbluff,41.8666,-103.6672,US,5,60,1,1.54
64,Altoona,40.5187,-78.3947,US,8,31,1,2.06
65,Half Moon Bay,37.4636,-122.4286,US,13,81,1,8.23
66,La Palma,33.8464,-118.0467,US,17.22,59,1,3.32
67,Lexington,37.9887,-84.4777,US,12,50,1,1.54
0,Elizabeth City,36.2946,-76.2511,US,11,76,20,8.23
1,Garden City,42.3256,-83.331,US,8.89,31,1,2.57
2,Albany,42.6001,-73.9662,US,6.67,38,0,0.92
3,Jamestown,42.097,-79.2353,US,11,17,1,3.04
4,San Patricio,28.017,-97.5169,US,19,68,1,4.63
5,Portland,45.5234,-122.6762,US,7.78,88,100,0.89
6,Hilo,19.7297,-155.09,US,24,60,90,6.69
7,Barrow,71.2906,-156.7887,US,-22,71,1,7.2
8,Bethel,41.3712,-73.414,US,6.67,52,1,0.88
9,Russell,32.3502,-85.1999,US,15,63,75,3.09
10,Nome,64.5011,-165.4064,US,-8,73,90,1.54
11,Bay City,43.5945,-83.8889,US,11.11,32,1,4.12
12,Stephenville,32.2207,-98.2023,US,16,55,1,4.12
13,Saint Paul Harbor,57.79,-152.4072,US,6,56,75,2.57
14,Kapaa,22.0752,-159.319,US,24,64,40,7.72
15,Laguna,38.421,-121.4238,US,18,19,1,3.09
16,Pacific Grove,36.6177,-121.9166,US,10.56,84,0,3.58
17,Rome,43.2128,-75.4557,US,3,52,1,2.06
18,Sitka,57.0531,-135.33,US,4,93,90,2.57
19,Fortuna,40.5982,-124.1573,US,8.89,71,90,6.17
20,Poquoson,37.1224,-76.3458,US,9.44,100,1,4.12
21,Yarmouth,41.7057,-70.2286,US,4.44,87,3,1.54
22,Ironton,38.5368,-82.6829,US,11.11,62,1,2.42
23,Half Moon Bay,37.4636,-122.4286,US,12,87,1,7.2
24,Hamilton,39.1834,-84.5333,US,13,66,1,1.84
25,Kahului,20.8947,-156.47,US,25,61,40,10.8
26,Nantucket,41.2835,-70.0995,US,4.44,71,37,2.99
27,Astoria,46.1879,-123.8313,US,7,87,90,7.2
28,Lompoc,34.6391,-120.4579,US,12,71,1,6.69
29,Greenwood,34.1668,-82.1165,US,13,58,1,3.6
30,Avera,33.194,-82.5271,US,15,63,90,3.6
31,Bud,39.447,-86.1758,US,10.56,47,97,2.95
32,College,64.8569,-147.8028,US,-6.67,38,1,1.54
33,Philadelphia,39.9523,-75.1638,US,11.11,43,1,1.54
34,Juneau,58.3019,-134.4197,US,1,86,90,1.25
35,Rock Springs,41.5875,-109.2029,US,-2.22,86,90,4.63
36,Mayo,38.8876,-76.5119,US,9,40,1,2.57
37,Del Rio,29.3627,-100.8968,US,25,36,1,5.14
38,Saint George,37.1041,-113.5841,US,11.11,20,1,5.66
39,Decatur,39.8403,-88.9548,US,11.67,43,1,3.09
40,Ukiah,39.1502,-123.2078,US,13,50,1,4.63
41,Palmer,42.1584,-72.3287,US,8,36,20,2.06
42,Glendive,47.1053,-104.7125,US,3.33,41,1,3.6
43,Presque Isle,46.6811,-68.0159,US,8,36,1,3.09
44,Crossville,35.949,-85.0269,US,11,62,1,1.16
45,Indiana,40.0003,-86.2503,US,13,40,1,3.09
46,Brookhaven,31.5791,-90.4407,US,11.11,74,8,1.98
47,Kenai,60.5544,-151.2583,US,-2,34,1,2.57
48,Graham,47.0529,-122.2943,US,6.67,93,90,2.06
49,Fairbanks,64.8378,-147.7164,US,-6,38,1,1.54
50,Arcata,40.8665,-124.0828,US,9.44,71,75,4.63
51,Virden,39.5009,-89.7679,US,11.67,64,79,2.24
52,Broome,42.2506,-75.833,US,10,20,1,2.06
53,Saint Anthony,45.0205,-93.218,US,14.44,54,90,4.12
54,Westport,41.1415,-73.3579,US,7.78,75,1,1.28
55,New Bern,35.1085,-77.0441,US,12.22,71,90,6.69
56,Pecos,31.4229,-103.4932,US,20,28,1,4.12
57,Homer,59.6425,-151.5483,US,-1,47,1,2.57
58,Sherman,33.6357,-96.6089,US,16,55,1,5.14
59,Callaway,30.153,-85.5699,US,15.56,73,46,0.89
60,San Jose,37.3394,-121.895,US,14.44,54,1,5.14
61,Altamont,42.2068,-121.7372,US,6,39,40,6.17
62,Evanston,42.0411,-87.6901,US,14,30,75,4.12
63,Twin Falls,42.3505,-114.6445,US,4.44,52,1,3.09
64,Fargo,46.8772,-96.7898,US,5,93,1,3.6
65,Michigan City,41.7075,-86.895,US,12.22,30,1,1.54
66,Greeneville,36.1632,-82.831,US,13,38,1,2.57
67,‘Āhuimanu,21.4447,-157.8378,US,26,53,90,7.72
68,Marana,32.4367,-111.2254,US,22,6,1,4.63
69,Weiser,44.251,-116.9693,US,11,28,1,1.54
70,Laramie,41.3114,-105.5911,US,-1.67,86,90,1.54
71,Winnemucca,40.973,-117.7357,US,7,26,1,3.09
72,Havelock,34.8791,-76.9013,US,12.22,82,100,3.58
73,Miles City,46.4083,-105.8406,US,5,38,1,2.06
74,Estelle,29.8458,-90.1067,US,16.67,82,1,2.06
75,Lamar,33.6668,-95.5836,US,15,62,1,4.12
76,Fergus Falls,46.283,-96.0776,US,3.89,93,40,2.57
77,Cedar City,37.6775,-113.0619,US,1,44,1,4.63
78,San Francisco,37.7749,-122.4194,US,13.33,66,20,10.8
79,Emporia,38.4039,-96.1817,US,14,58,1,4.12
80,Centennial,39.5792,-104.8769,US,0.56,93,90,4.63
81,Duluth,46.7833,-92.1066,US,12,66,90,4.63
82,West Point,33.6076,-88.6503,US,14,62,75,2.06
83,Ketchikan,55.3422,-131.6461,US,4,100,90,3.09
84,Brigantine,39.4101,-74.3646,US,6.11,81,1,3.09
85,North Bend,43.4065,-124.2243,US,8,76,90,2.06
86,Rexburg,43.826,-111.7897,US,2,51,1,2.57
87,Winslow,35.0242,-110.6974,US,12,10,1,6.69
88,Makakilo City,21.3469,-158.0858,US,26,44,1,6.17
89,Rancho Palos Verdes,33.7445,-118.387,US,17.78,53,0,2.68
90,Lumberton,34.6182,-79.0086,US,16,58,90,3.6
91,Sandpoint,48.2766,-116.5533,US,2.78,93,90,3.09
92,Marshall,34.3834,-86.3333,US,12,71,1,1.54
93,Bartlett,35.2045,-89.874,US,13.33,44,1,1.54
94,Coos Bay,43.3665,-124.2179,US,8,76,90,2.06
0,Albany,42.6001,-73.9662,US,6.67,38,0,0.92
1,Barrow,71.2906,-156.7887,US,-22,71,1,7.2
2,Saint Paul Harbor,57.79,-152.4072,US,6,56,75,2.57
3,Russell,32.3502,-85.1999,US,15,63,75,3.09
4,Alexander City,32.944,-85.9539,US,13,82,1,3.27
5,Stephenville,32.2207,-98.2023,US,16,55,1,4.12
6,Kapaa,22.0752,-159.319,US,24,64,40,7.72
7,Broome,42.2506,-75.833,US,10,20,1,2.06
8,Bethel,41.3712,-73.414,US,6.67,52,1,0.88
9,Hilo,19.7297,-155.09,US,24,60,90,6.69
10,Golden,39.7555,-105.2211,US,0.56,93,100,0.89
11,Fairbanks,64.8378,-147.7164,US,-6,38,1,1.54
12,Jamestown,42.097,-79.2353,US,11,17,1,3.04
13,Half Moon Bay,37.4636,-122.4286,US,12,87,1,7.2
14,Mastic Beach,40.7668,-72.8521,US,4,87,1,2.56
15,Homer,59.6425,-151.5483,US,-1,47,1,2.57
16,Laguna,38.421,-121.4238,US,18,19,1,3.09
17,Winton,37.3894,-120.6133,US,16,41,1,2.57
18,Saint George,37.1041,-113.5841,US,11.11,20,1,5.66
19,Sitka,57.0531,-135.33,US,4,93,90,2.57
20,Palmer,42.1584,-72.3287,US,8,36,20,2.06
21,Celina,40.5489,-84.5702,US,11.11,46,1,3.76
22,Ukiah,39.1502,-123.2078,US,13,50,1,4.63
23,Portland,45.5234,-122.6762,US,7.78,88,100,0.89
24,Lompoc,34.6391,-120.4579,US,12,71,1,6.69
25,Hamilton,39.1834,-84.5333,US,13,66,1,1.84
26,Saint Anthony,45.0205,-93.218,US,14.44,58,75,4.12
27,Mayo,38.8876,-76.5119,US,9,40,1,2.57
28,Nānākuli,21.3906,-158.1547,US,26,44,1,6.17
29,San Patricio,28.017,-97.5169,US,18,68,40,5.66
30,Waverly,42.7392,-84.6208,US,12,28,1,3.09
31,Wilmington,34.2257,-77.9447,US,14.44,67,90,7.72
32,Fortuna,40.5982,-124.1573,US,8.33,76,40,5.66
33,Washington,47.5001,-120.5015,US,8,42,1,6.17
34,Palm Beach,26.6503,-80.4498,US,16.11,87,0,2.5
35,San Ramon,37.7799,-121.978,US,15,47,1,4.12
36,Twin Falls,42.3505,-114.6445,US,3.89,52,1,3.09
37,College,64.8569,-147.8028,US,-6,38,1,1.54
38,Lincoln,40.8,-96.667,US,12.78,62,90,1.54
39,Kahului,20.8947,-156.47,US,25,61,40,10.8
40,Kenai,60.5544,-151.2583,US,-2,34,1,2.57
41,Tooele,40.5308,-112.2983,US,3.33,75,1,1.19
42,San Jose,37.3394,-121.895,US,14,54,1,5.14
43,Wilmington Island,32.0036,-80.9737,US,16.11,77,90,3.6
44,Fort Walton Beach,30.4058,-86.6188,US,17.78,82,1,4.9
45,Polson,47.6936,-114.1632,US,1.11,90,100,1.34
46,Ketchikan,55.3422,-131.6461,US,4,100,90,3.09
47,Poplar Bluff,36.757,-90.3929,US,12,50,1,2.88
48,Eureka,40.8021,-124.1637,US,8.89,71,100,4.02
49,Mastic,40.802,-72.8409,US,4.44,87,1,2.6
50,Avera,33.194,-82.5271,US,14,67,90,3.6
51,Rexburg,43.826,-111.7897,US,2,51,1,2.57
52,Escanaba,45.7453,-87.0646,US,8.33,56,1,4.12
53,Northport,33.229,-87.5772,US,16,59,75,1.54
54,Meadow Lake,34.8014,-106.5436,US,17,9,40,5.66
55,Pacific Grove,36.6177,-121.9166,US,10.56,86,0,2.24
56,Laramie,41.3114,-105.5911,US,-1.67,86,90,1.54
57,Guymon,36.6828,-101.4816,US,16,48,1,2.06
58,Laureles,26.1092,-97.4941,US,19.44,72,1,6.69
59,Nome,64.5011,-165.4064,US,-8,73,90,1.54
60,Lebanon,36.2081,-86.2911,US,11,76,1,2.71
61,St. Pete Beach,27.7253,-82.7412,US,15.56,1,92,5.52
62,Ridgecrest,35.6225,-117.6709,US,17,8,1,6.17
63,Juneau,58.3019,-134.4197,US,1,86,90,1.25
64,Brigantine,39.4101,-74.3646,US,6.11,81,1,3.09
65,New Richmond,45.123,-92.5366,US,14,51,90,5.14
66,Vero Beach,27.6386,-80.3973,US,18,77,90,3.6
67,Moorhead,46.8739,-96.7676,US,5,93,1,3.6
68,Makakilo City,21.3469,-158.0858,US,26,44,1,6.17
69,Grand Forks,47.9417,-97.4337,US,6,100,75,5.6
70,Corrales,35.2378,-106.6067,US,16.67,11,1,6.17
71,Salinas,36.6777,-121.6555,US,13,62,1,5.14
72,Jasper,37.2001,-94.3502,US,16,44,1,2.57
73,Glenwood Springs,39.5505,-107.3248,US,0.56,93,90,2.06
74,Pierre,44.3683,-100.351,US,9.44,34,40,4.4
75,Winnemucca,40.973,-117.7357,US,7,26,1,3.09
76,Bowling Green,36.9903,-86.4436,US,13,50,1,2.47
77,Klamath Falls,42.2249,-121.7817,US,6,39,40,6.17
78,Carson City,39.1638,-119.7674,US,8,21,1,2.57
79,Hailey,43.5196,-114.3153,US,2,60,1,1.79
80,Tallahassee,30.4383,-84.2807,US,16,72,75,4.63
81,North Platte,41.1239,-100.7654,US,9,49,40,2.57
82,Westport,41.1415,-73.3579,US,7.22,75,1,1.28
83,Philadelphia,39.9523,-75.1638,US,11.11,43,1,1.54
84,Oneida,43.2001,-75.4663,US,5.56,52,1,2.06
85,Nantucket,41.2835,-70.0995,US,4.44,71,37,2.99
86,Indianola,41.3581,-93.5574,US,16,44,90,5.66
87,Wasilla,61.5814,-149.4394,US,-2,31,1,1.54
88,Amarillo,35.222,-101.8313,US,16.67,55,45,3.13
89,Cadillac,44.2519,-85.4012,US,12,24,1,3.6
90,North Myrtle Beach,33.816,-78.68,US,15,76,97,0.45
91,Ocean City,39.2776,-74.5746,US,6.67,81,1,3.09
92,Dickson,36.077,-87.3878,US,13,50,40,2.66
0,Virginia Beach,36.8529,-75.978,US,10,76,75,6.17
1,Kapaa,22.0752,-159.319,US,24,64,40,7.72
2,Wilmington,34.2257,-77.9447,US,14.44,67,90,7.72
3,Barrow,71.2906,-156.7887,US,-22,71,1,7.2
4,Lompoc,34.6391,-120.4579,US,12,71,1,6.69
5,Brigantine,39.4101,-74.3646,US,6.11,81,1,3.09
6,Fortuna,40.5982,-124.1573,US,8.33,76,40,5.66
7,Jamestown,42.097,-79.2353,US,11,17,1,3.12
8,Albany,42.6001,-73.9662,US,5.56,39,0,0.92
9,Saint Paul Harbor,57.79,-152.4072,US,6,56,75,2.57
10,Hilo,19.7297,-155.09,US,24,60,90,6.69
11,Kenai,60.5544,-151.2583,US,-2,34,1,2.57
12,Great Falls,47.5002,-111.3008,US,5,41,90,6.69
13,Cheyenne,41.14,-104.8203,US,-1,74,90,1.81
14,Avera,33.194,-82.5271,US,14.44,67,90,3.6
15,Sitka,57.0531,-135.33,US,4,93,90,2.57
16,Bethel,41.3712,-73.414,US,5.56,52,1,0.71
17,Porterville,36.0652,-119.0168,US,15,55,1,2.06
18,Morgan City,29.6994,-91.2068,US,15,82,75,2.57
19,Ketchikan,55.3422,-131.6461,US,4,100,90,3.09
20,Bar Harbor,44.3876,-68.2039,US,5.56,70,1,3.09
21,San Patricio,28.017,-97.5169,US,18,68,40,5.66
22,Philadelphia,39.9523,-75.1638,US,11.11,43,1,1.54
23,Laguna,38.421,-121.4238,US,18,19,1,3.09
24,Safford,32.834,-109.7076,US,21,7,1,8.23
25,Mayo,38.8876,-76.5119,US,9,40,1,2.57
26,Sterling,39.0062,-77.4286,US,8.33,49,1,1.94
27,Portland,45.5234,-122.6762,US,7.78,87,100,1.34
28,Nantucket,41.2835,-70.0995,US,4.44,71,37,2.99
29,La Palma,33.8464,-118.0467,US,17.22,59,1,1.57
30,Rincon,32.296,-81.2354,US,13,88,75,2.57
31,Makakilo City,21.3469,-158.0858,US,26,44,1,6.17
32,Stephenville,32.2207,-98.2023,US,16,55,1,4.63
33,Union,40.6334,-74.2663,US,9,70,1,0.99
34,Elko,41.0002,-115.5012,US,2.22,59,0,0.32
35,Roswell,34.0232,-84.3616,US,12,66,40,4.36
36,Homer,59.6425,-151.5483,US,-1,47,1,2.57
37,Red Bank,40.3471,-74.0643,US,6.11,81,1,2.58
38,Miles City,46.4083,-105.8406,US,5,38,1,2.06
39,Superior,46.7208,-92.1041,US,12.22,71,90,4.63
40,Morro Bay,35.3658,-120.8499,US,12.22,86,0,4.42
41,Brookhaven,31.5791,-90.4407,US,11.11,74,8,1.98
42,Saint George,37.1041,-113.5841,US,11,20,1,5.66
43,Palmer,42.1584,-72.3287,US,8,36,20,2.06
44,Hamilton,39.1834,-84.5333,US,11.67,66,1,1.84
45,Portales,34.1862,-103.3344,US,15,26,1,4.63
46,Rapid Valley,44.0625,-103.1463,US,5.56,48,40,6.17
47,Half Moon Bay,37.4636,-122.4286,US,12,81,40,3.09
48,Coos Bay,43.3665,-124.2179,US,8,76,90,2.06
49,Minot,48.2325,-101.2963,US,3,35,1,5.14
50,Springdale,36.1867,-94.1288,US,16,41,75,3.09
51,Salinas,36.6777,-121.6555,US,13,62,1,5.14
52,Russellville,35.2784,-93.1338,US,14,41,64,3.09
53,Rome,43.2128,-75.4557,US,5.56,52,1,2.06
54,Nome,64.5011,-165.4064,US,-8,73,90,1.61
55,Harrison,30.4091,-89.0436,US,15,76,1,1.12
56,Duluth,46.7833,-92.1066,US,12,71,90,4.63
57,North Platte,41.1239,-100.7654,US,9,49,40,2.57
58,Berea,41.3662,-81.8543,US,7.22,39,1,1.54
59,Kahului,20.8947,-156.47,US,25,61,40,10.8
60,Boulder City,35.9786,-114.8325,US,16,11,1,8.23
61,Oildale,35.4197,-119.0195,US,16,33,1,4.12
62,North Bend,43.4065,-124.2243,US,8,76,90,2.06
63,Broome,42.2506,-75.833,US,10,20,1,2.06
64,Goldsboro,35.3849,-77.9928,US,13,54,75,4.63
65,East Wenatchee Bench,47.4257,-120.2812,US,8,42,1,6.17
66,Bismarck,46.8083,-100.7837,US,9,29,1,7.2
67,Arkansas City,37.062,-97.0384,US,17,58,1,2.57
68,Henderson,36.0397,-114.9819,US,16.11,11,1,8.23
69,Pendleton,45.6721,-118.7886,US,7,53,90,7.72
70,Griffith,41.5284,-87.4237,US,12,43,1,1.54
71,Santa Barbara,34.7333,-120.0343,US,13.33,58,1,4.63
72,Southbridge,42.0751,-72.0334,US,6.11,52,10,1.56
73,Winton,37.3894,-120.6133,US,16,71,1,2.34
74,Westport,41.1415,-73.3579,US,7.22,75,1,1.28
75,Ridgecrest,35.6225,-117.6709,US,17,8,1,6.17
76,Camp Verde,34.5636,-111.8543,US,13.89,18,0,2.9
77,Alamosa,37.4695,-105.87,US,4,41,1,2.06
78,Amberley,39.2048,-84.428,US,11.67,66,1,2.12
79,Benton Harbor,42.1167,-86.4542,US,12,30,1,3.09
80,Maryville,35.7565,-83.9705,US,14,51,1,1.13
81,Freeport,40.6576,-73.5832,US,6.67,81,1,2.46
82,Bullhead City,35.1478,-114.5683,US,20,45,1,7.72
83,Kalispell,48.1958,-114.3129,US,4,48,90,3.6
84,Escanaba,45.7453,-87.0646,US,8.89,56,1,4.12
85,Ascension,30.2169,-90.9001,US,15,67,1,1.54
86,Sylvania,41.7189,-83.713,US,11,30,1,3.09
87,Corrales,35.2378,-106.6067,US,15.56,11,1,6.17
88,Havelock,34.8791,-76.9013,US,12.22,83,100,3.13
89,Laureles,26.1092,-97.4941,US,19.44,72,1,6.69
90,Elk Plain,47.0532,-122.3976,US,6.11,87,90,2.06
91,Juneau,58.3019,-134.4197,US,1,86,90,1.25
92,Auburndale,28.0653,-81.7887,US,15.56,88,90,3.09
93,Jerome,42.7241,-114.5186,US,4,48,1,4.12
94,Le Mars,42.7942,-96.1656,US,11.11,66,20,3.09
95,Bend,44.0582,-121.3153,US,4,56,1,4.69
96,Russell,32.3502,-85.1999,US,15,63,75,3.09
97,Bay City,43.5945,-83.8889,US,11,34,1,4.12
98,Bud,39.447,-86.1758,US,11,35,1,1.54
99,Madison,34.7334,-86.5667,US,11.67,81,1,1.84
100,Missoula,47.0166,-113.8009,US,4,56,90,6.17
101,Ukiah,39.1502,-123.2078,US,11,54,1,4.63
102,College,64.8569,-147.8028,US,-7,38,1,1.54
103,Winslow,35.0242,-110.6974,US,10.56,12,1,5.14
104,Yankton,42.8711,-97.3973,US,8,61,1,1.54
105,Nacogdoches,31.6002,-94.6335,US,15,63,1,3.6
106,Glenwood Springs,39.5505,-107.3248,US,0.56,93,90,2.06
107,Eureka,40.8021,-124.1637,US,8.89,72,100,4.02
108,Immokalee,26.4187,-81.4173,US,17.78,72,90,2.06
109,Ruidoso,33.3317,-105.673,US,11.11,20,75,4.63
110,Waupun,43.6333,-88.7296,US,10,46,1,4.63
111,Andrews,32.3187,-102.5457,US,17,42,1,6.69
112,Morehead,37.2711,-87.1764,US,10,71,1,2.41
113,Anchorage,61.2181,-149.9003,US,-3.89,39,1,0.35
114,Cedar Lake,41.3648,-87.4411,US,11.11,43,1,1.54
0,Saint Paul Harbor,57.79,-152.4072,US,4,60,1,5.14
1,Kapaa,22.0752,-159.319,US,23,68,20,8.75
2,Bethel,41.3712,-73.414,US,5,60,1,0.6
3,Price,39.5994,-110.8107,US,-1,51,1,4.63
4,Hilo,19.7297,-155.09,US,24,60,90,5.66
5,Jamestown,42.097,-79.2353,US,9,20,1,3.3
6,Saint George,37.1041,-113.5841,US,10,27,1,7.2
7,Albany,42.6001,-73.9662,US,5,35,0,0.82
8,Barrow,71.2906,-156.7887,US,-22,71,1,6.17
9,Redmond,47.674,-122.1215,US,6.11,92,100,4.65
10,Makakilo City,21.3469,-158.0858,US,26,41,20,5.66
11,Sitka,57.0531,-135.33,US,4,87,90,1.26
12,Havelock,34.8791,-76.9013,US,12.22,83,100,3.58
13,Pleasanton,37.6624,-121.8747,US,11,66,1,1.54
